,A_Label,B_Label,C_Label,D_Label,E_Label
15035,A,,,,
15036,A,,,,
15037,A,,,,
15038,A,,,,
15039,A,,,,
15040,A,,,,
15041,A,,,,
15042,A,,,,
15043,A,,,,
15044,A,,,,
15045,A,,,,
15046,A,,,,
15047,A,,,,
15048,A,,,,
15049,A,,,,
15050,A,,,,
15051,A,,,,
15052,A,,,,
15053,A,,,,
15054,A,,,,
15055,A,,,,
15056,A,,,,
15057,A,,,,
15058,A,,,,
15059,A,,,,
15360,A,,,,
15361,A,,,,
15362,A,,,,
15363,A,,,,
15364,A,,,,
15365,A,,,,
15366,A,,,,
15367,A,,,,
15368,A,,,,
15369,A,,,,
15370,A,,,,
15371,A,,,,
15372,A,,,,
15373,A,,,,
15374,A,,,,
15375,A,,,,
15376,A,,,,
15377,A,,,,
15378,A,,,,
15379,A,,,,
15380,A,,,,
15381,A,,,,
15382,A,,,,
15383,A,,,,
15384,A,,,,
15385,A,,,,
15386,A,,,,
15387,A,,,,
15388,A,,,,
15389,A,,,,
15690,A,,,,
15691,A,,,,
15692,A,,,,
15693,A,,,,
15694,A,,,,
15695,A,,,,
15696,A,,,,
15697,A,,,,
15698,A,,,,
15699,A,,,,
15700,A,,,,
15701,A,,,,
15702,A,,,,
15703,A,,,,
15704,A,,,,
15705,A,,,,
15706,A,,,,
15707,A,,,,
15708,A,,,,
15709,A,,,,
15710,A,,,,
15711,A,,,,
15712,A,,,,
15713,A,,,,
15714,A,,,,
15715,A,,,,
15716,A,,,,
15717,A,,,,
15718,A,,,,
15719,A,,,,
16020,A,,,,
16021,A,,,,
16022,A,,,,
16023,A,,,,
16024,A,,,,
16025,A,,,,
16026,A,,,,
16027,A,,,,
16028,A,,,,
16029,A,,,,
16030,A,,,,
16031,A,,,,
16032,A,,,,
16033,A,,,,
16034,A,,,,
16035,A,,,,
16036,A,,,,
16037,A,,,,
16038,A,,,,
16039,A,,,,
16040,A,,,,
16041,A,,,,
16042,A,,,,
16043,A,,,,
16044,A,,,,
16045,A,,,,
16046,A,,,,
16047,A,,,,
16048,A,,,,
16049,A,,,,
16350,A,,,,
16351,A,,,,
16352,A,,,,
16353,A,,,,
16354,A,,,,
16355,A,,,,
16356,A,,,,
16357,A,,,,
16358,A,,,,
16359,A,,,,
16360,A,,,,
16361,A,,,,
16362,A,,,,
16363,A,,,,
16364,A,,,,
16365,A,,,,
16366,A,,,,
16367,A,,,,
16368,A,,,,
16369,A,,,,
16370,A,,,,
16371,A,,,,
16372,A,,,,
16373,A,,,,
16374,A,,,,
16375,A,,,,
16376,A,,,,
16377,A,,,,
16378,A,,,,
16379,A,,,,
16680,A,,,,
16681,A,,,,
16682,A,,,,
16683,A,,,,
16684,A,,,,
16685,A,,,,
16686,A,,,,
16687,A,,,,
16688,A,,,,
16689,A,,,,
16690,A,,,,
16691,A,,,,
16692,A,,,,
16693,A,,,,
16694,A,,,,
16695,A,,,,
16696,A,,,,
16697,A,,,,
16698,A,,,,
16699,A,,,,
16700,A,,,,
16701,A,,,,
16702,A,,,,
16703,A,,,,
16704,A,,,,
16705,A,,,,
16706,A,,,,
16707,A,,,,
16708,A,,,,
16709,A,,,,
16710,A,,,,
16711,A,,,,
16712,A,,,,
16713,A,,,,
16714,A,,,,
16715,A,,,,
16716,A,,,,
16717,A,,,,
16718,A,,,,
16719,A,,,,
16720,A,,,,
16721,A,,,,
16722,A,,,,
16723,A,,,,
16724,A,,,,
16725,A,,,,
16726,A,,,,
16727,A,,,,
16728,A,,,,
16729,A,,,,
16730,A,,,,
16731,A,,,,
16732,A,,,,
16733,A,,,,
16734,A,,,,
16735,A,,,,
16736,A,,,,
16737,A,,,,
16738,A,,,,
16739,A,,,,
17040,A,,,,
17041,A,,,,
17042,A,,,,
17043,A,,,,
17044,A,,,,
17045,A,,,,
17046,A,,,,
17047,A,,,,
17048,A,,,,
17049,A,,,,
17050,A,,,,
17051,A,,,,
17052,A,,,,
17053,A,,,,
17054,A,,,,
17055,A,,,,
17056,A,,,,
17057,A,,,,
17058,A,,,,
17059,A,,,,
17060,A,,,,
17061,A,,,,
17062,A,,,,
17063,A,,,,
17064,A,,,,
17065,A,,,,
17066,A,,,,
17067,A,,,,
17068,A,,,,
17069,A,,,,
17370,A,,,,
17371,A,,,,
17372,A,,,,
17373,A,,,,
17374,A,,,,
17375,A,,,,
17376,A,,,,
17377,A,,,,
17378,A,,,,
17379,A,,,,
17380,A,,,,
17381,A,,,,
17382,A,,,,
17383,A,,,,
17384,A,,,,
17385,A,,,,
17386,A,,,,
17387,A,,,,
17388,A,,,,
17389,A,,,,
17390,A,,,,
17391,A,,,,
17392,A,,,,
17393,A,,,,
17394,A,,,,
17395,A,,,,
17396,A,,,,
17397,A,,,,
17398,A,,,,
17399,A,,,,
17700,A,,,,
17701,A,,,,
17702,A,,,,
17703,A,,,,
17704,A,,,,
17705,A,,,,
17706,A,,,,
17707,A,,,,
17708,A,,,,
17709,A,,,,
17710,A,,,,
17711,A,,,,
17712,A,,,,
17713,A,,,,
17714,A,,,,
17715,A,,,,
17716,A,,,,
17717,A,,,,
17718,A,,,,
17719,A,,,,
17720,A,,,,
17721,A,,,,
17722,A,,,,
17723,A,,,,
17724,A,,,,
17725,A,,,,
17726,A,,,,
17727,A,,,,
17728,A,,,,
17729,A,,,,
18030,A,,,,
18031,A,,,,
18032,A,,,,
18033,A,,,,
18034,A,,,,
18035,A,,,,
18036,A,,,,
18037,A,,,,
18038,A,,,,
18039,A,,,,
18040,A,,,,
18041,A,,,,
18042,A,,,,
18043,A,,,,
18044,A,,,,
18045,A,,,,
18046,A,,,,
18047,A,,,,
18048,A,,,,
18049,A,,,,
18050,A,,,,
18051,A,,,,
18052,A,,,,
18053,A,,,,
18054,A,,,,
18055,A,,,,
18056,A,,,,
18057,A,,,,
18058,A,,,,
18059,A,,,,
18360,A,,,,
18361,A,,,,
18362,A,,,,
18363,A,,,,
18364,A,,,,
18365,A,,,,
18366,A,,,,
18367,A,,,,
18368,A,,,,
18369,A,,,,
18370,A,,,,
18371,A,,,,
18372,A,,,,
18373,A,,,,
18374,A,,,,
18375,A,,,,
18376,A,,,,
18377,A,,,,
18378,A,,,,
18379,A,,,,
18380,A,,,,
18381,A,,,,
18382,A,,,,
18383,A,,,,
18384,A,,,,
18385,A,,,,
18386,A,,,,
18387,A,,,,
18388,A,,,,
18389,A,,,,
18690,A,,,,
18691,A,,,,
18692,A,,,,
18693,A,,,,
18694,A,,,,
18695,A,,,,
18696,A,,,,
18697,A,,,,
18698,A,,,,
18699,A,,,,
18700,A,,,,
18701,A,,,,
18702,A,,,,
18703,A,,,,
18704,A,,,,
18705,A,,,,
18706,A,,,,
18707,A,,,,
18708,A,,,,
18709,A,,,,
18710,A,,,,
18711,A,,,,
18712,A,,,,
18713,A,,,,
18714,A,,,,
18715,A,,,,
18716,A,,,,
18717,A,,,,
18718,A,,,,
18719,A,,,,
19020,A,,,,
19021,A,,,,
19022,A,,,,
19023,A,,,,
19024,A,,,,
19025,A,,,,
19026,A,,,,
19027,A,,,,
19028,A,,,,
19029,A,,,,
19030,A,,,,
19031,A,,,,
19032,A,,,,
19033,A,,,,
19034,A,,,,
19035,A,,,,
19036,A,,,,
19037,A,,,,
19038,A,,,,
19039,A,,,,
19040,A,,,,
19041,A,,,,
19042,A,,,,
19043,A,,,,
19044,A,,,,
19045,A,,,,
19046,A,,,,
19047,A,,,,
19048,A,,,,
19049,A,,,,
19350,A,,,,
19351,A,,,,
19352,A,,,,
19353,A,,,,
19354,A,,,,
19355,A,,,,
19356,A,,,,
19357,A,,,,
19358,A,,,,
19359,A,,,,
19360,A,,,,
19361,A,,,,
19362,A,,,,
19363,A,,,,
19364,A,,,,
19365,A,,,,
19366,A,,,,
19367,A,,,,
19368,A,,,,
19369,A,,,,
19370,A,,,,
19371,A,,,,
19372,A,,,,
19373,A,,,,
19374,A,,,,
19375,A,,,,
19376,A,,,,
19377,A,,,,
19378,A,,,,
19379,A,,,,
19680,A,,,,
19681,A,,,,
19682,A,,,,
19683,A,,,,
19684,A,,,,
19685,A,,,,
19686,A,,,,
19687,A,,,,
19688,A,,,,
19689,A,,,,
19690,A,,,,
19691,A,,,,
19692,A,,,,
19693,A,,,,
19694,A,,,,
19695,A,,,,
19696,A,,,,
19697,A,,,,
19698,A,,,,
19699,A,,,,
19700,A,,,,
19701,A,,,,
19702,A,,,,
19703,A,,,,
19704,A,,,,
19705,A,,,,
19706,A,,,,
19707,A,,,,
19708,A,,,,
19709,A,,,,
20010,A,,,,
20011,A,,,,
20012,A,,,,
20013,A,,,,
20014,A,,,,
20015,A,,,,
20016,A,,,,
20017,A,,,,
20018,A,,,,
20019,A,,,,
20020,A,,,,
20021,A,,,,
20022,A,,,,
20023,A,,,,
20024,A,,,,
20025,A,,,,
20026,A,,,,
20027,A,,,,
20028,A,,,,
20029,A,,,,
20030,A,,,,
20031,A,,,,
20032,A,,,,
20033,A,,,,
20034,A,,,,
20035,A,,,,
20036,A,,,,
20037,A,,,,
20038,A,,,,
20039,A,,,,
20040,A,,,,
20041,A,,,,
20042,A,,,,
20043,A,,,,
20044,A,,,,
20045,A,,,,
20046,A,,,,
20047,A,,,,
20048,A,,,,
20049,A,,,,
20050,A,,,,
20051,A,,,,
20052,A,,,,
20053,A,,,,
20054,A,,,,
20055,A,,,,
20056,A,,,,
20057,A,,,,
20058,A,,,,
20059,A,,,,
20060,A,,,,
20061,A,,,,
20062,A,,,,
20063,A,,,,
20064,A,,,,
20065,A,,,,
20066,A,,,,
20067,A,,,,
20068,A,,,,
20069,A,,,,
20370,A,,,,
20371,A,,,,
20372,A,,,,
20373,A,,,,
20374,A,,,,
20375,A,,,,
20376,A,,,,
20377,A,,,,
20378,A,,,,
20379,A,,,,
20380,A,,,,
20381,A,,,,
20382,A,,,,
20383,A,,,,
20384,A,,,,
20385,A,,,,
20386,A,,,,
20387,A,,,,
20388,A,,,,
20389,A,,,,
20390,A,,,,
20391,A,,,,
20392,A,,,,
20393,A,,,,
20394,A,,,,
20395,A,,,,
20396,A,,,,
20397,A,,,,
20398,A,,,,
20399,A,,,,
20700,A,,,,
20701,A,,,,
20702,A,,,,
20703,A,,,,
20704,A,,,,
20705,A,,,,
20706,A,,,,
20707,A,,,,
20708,A,,,,
20709,A,,,,
20710,A,,,,
20711,A,,,,
20712,A,,,,
20713,A,,,,
20714,A,,,,
20715,A,,,,
20716,A,,,,
20717,A,,,,
20718,A,,,,
20719,A,,,,
20720,A,,,,
20721,A,,,,
20722,A,,,,
20723,A,,,,
20724,A,,,,
20725,A,,,,
20726,A,,,,
20727,A,,,,
20728,A,,,,
20729,A,,,,
21030,A,,,,
21031,A,,,,
21032,A,,,,
21033,A,,,,
21034,A,,,,
21035,A,,,,
21036,A,,,,
21037,A,,,,
21038,A,,,,
21039,A,,,,
21040,A,,,,
21041,A,,,,
21042,A,,,,
21043,A,,,,
21044,A,,,,
21045,A,,,,
21046,A,,,,
21047,A,,,,
21048,A,,,,
21049,A,,,,
21050,A,,,,
21051,A,,,,
21052,A,,,,
21053,A,,,,
21054,A,,,,
21055,A,,,,
21056,A,,,,
21057,A,,,,
21058,A,,,,
21059,A,,,,
21360,A,,,,
21361,A,,,,
21362,A,,,,
21363,A,,,,
21364,A,,,,
21365,A,,,,
21366,A,,,,
21367,A,,,,
21368,A,,,,
21369,A,,,,
21370,A,,,,
21371,A,,,,
21372,A,,,,
21373,A,,,,
21374,A,,,,
21375,A,,,,
21376,A,,,,
21377,A,,,,
21378,A,,,,
21379,A,,,,
21380,A,,,,
21381,A,,,,
21382,A,,,,
21383,A,,,,
21384,A,,,,
21385,A,,,,
21386,A,,,,
21387,A,,,,
21388,A,,,,
21389,A,,,,
21690,A,,,,
21691,A,,,,
21692,A,,,,
21693,A,,,,
21694,A,,,,
21695,A,,,,
21696,A,,,,
21697,A,,,,
21698,A,,,,
21699,A,,,,
21700,A,,,,
21701,A,,,,
21702,A,,,,
21703,A,,,,
21704,A,,,,
21705,A,,,,
21706,A,,,,
21707,A,,,,
21708,A,,,,
21709,A,,,,
21710,A,,,,
21711,A,,,,
21712,A,,,,
21713,A,,,,
21714,A,,,,
21715,A,,,,
21716,A,,,,
21717,A,,,,
21718,A,,,,
21719,A,,,,
22020,A,,,,
22021,A,,,,
22022,A,,,,
22023,A,,,,
22024,A,,,,
22025,A,,,,
22026,A,,,,
22027,A,,,,
22028,A,,,,
22029,A,,,,
22030,A,,,,
22031,A,,,,
22032,A,,,,
22033,A,,,,
22034,A,,,,
22035,A,,,,
22036,A,,,,
22037,A,,,,
22038,A,,,,
22039,A,,,,
22040,A,,,,
22041,A,,,,
22042,A,,,,
22043,A,,,,
22044,A,,,,
22045,A,,,,
22046,A,,,,
22047,A,,,,
22048,A,,,,
22049,A,,,,
22350,A,,,,
22351,A,,,,
22352,A,,,,
22353,A,,,,
22354,A,,,,
22355,A,,,,
22356,A,,,,
22357,A,,,,
22358,A,,,,
22359,A,,,,
22360,A,,,,
22361,A,,,,
22362,A,,,,
22363,A,,,,
22364,A,,,,
22365,A,,,,
22366,A,,,,
22367,A,,,,
22368,A,,,,
22369,A,,,,
22370,A,,,,
22371,A,,,,
22372,A,,,,
22373,A,,,,
22374,A,,,,
22375,A,,,,
22376,A,,,,
22377,A,,,,
22378,A,,,,
22379,A,,,,
22680,A,,,,
22681,A,,,,
22682,A,,,,
22683,A,,,,
22684,A,,,,
22685,A,,,,
22686,A,,,,
22687,A,,,,
22688,A,,,,
22689,A,,,,
22690,A,,,,
22691,A,,,,
22692,A,,,,
22693,A,,,,
22694,A,,,,
22695,A,,,,
22696,A,,,,
22697,A,,,,
22698,A,,,,
22699,A,,,,
22700,A,,,,
22701,A,,,,
22702,A,,,,
22703,A,,,,
22704,A,,,,
22705,A,,,,
22706,A,,,,
22707,A,,,,
22708,A,,,,
22709,A,,,,
23010,A,,,,
23011,A,,,,
23012,A,,,,
23013,A,,,,
23014,A,,,,
23015,A,,,,
23016,A,,,,
23017,A,,,,
23018,A,,,,
23019,A,,,,
23020,A,,,,
23021,A,,,,
23022,A,,,,
23023,A,,,,
23024,A,,,,
23025,A,,,,
23026,A,,,,
23027,A,,,,
23028,A,,,,
23029,A,,,,
23030,A,,,,
23031,A,,,,
23032,A,,,,
23033,A,,,,
23034,A,,,,
23035,A,,,,
23036,A,,,,
23037,A,,,,
23038,A,,,,
23039,A,,,,
23340,A,,,,
23341,A,,,,
23342,A,,,,
23343,A,,,,
23344,A,,,,
23345,A,,,,
23346,A,,,,
23347,A,,,,
23348,A,,,,
23349,A,,,,
23350,A,,,,
23351,A,,,,
23352,A,,,,
23353,A,,,,
23354,A,,,,
23355,A,,,,
23356,A,,,,
23357,A,,,,
23358,A,,,,
23359,A,,,,
23360,A,,,,
23361,A,,,,
23362,A,,,,
23363,A,,,,
23364,A,,,,
23365,A,,,,
23366,A,,,,
23367,A,,,,
23368,A,,,,
23369,A,,,,
23370,A,,,,
23371,A,,,,
23372,A,,,,
23373,A,,,,
23374,A,,,,
23375,A,,,,
23376,A,,,,
23377,A,,,,
23378,A,,,,
23379,A,,,,
23380,A,,,,
23381,A,,,,
23382,A,,,,
23383,A,,,,
23384,A,,,,
23385,A,,,,
23386,A,,,,
23387,A,,,,
23388,A,,,,
23389,A,,,,
23390,A,,,,
23391,A,,,,
23392,A,,,,
23393,A,,,,
23394,A,,,,
23395,A,,,,
23396,A,,,,
23397,A,,,,
23398,A,,,,
23399,A,,,,
23700,A,,,,
23701,A,,,,
23702,A,,,,
23703,A,,,,
23704,A,,,,
23705,A,,,,
23706,A,,,,
23707,A,,,,
23708,A,,,,
23709,A,,,,
23710,A,,,,
23711,A,,,,
23712,A,,,,
23713,A,,,,
23714,A,,,,
23715,A,,,,
23716,A,,,,
23717,A,,,,
23718,A,,,,
23719,A,,,,
23720,A,,,,
23721,A,,,,
23722,A,,,,
23723,A,,,,
23724,A,,,,
23725,A,,,,
23726,A,,,,
23727,A,,,,
23728,A,,,,
23729,A,,,,
24030,A,,,,
24031,A,,,,
24032,A,,,,
24033,A,,,,
24034,A,,,,
24035,A,,,,
24036,A,,,,
24037,A,,,,
24038,A,,,,
24039,A,,,,
24040,A,,,,
24041,A,,,,
24042,A,,,,
24043,A,,,,
24044,A,,,,
24045,A,,,,
24046,A,,,,
24047,A,,,,
24048,A,,,,
24049,A,,,,
24050,A,,,,
24051,A,,,,
24052,A,,,,
24053,A,,,,
24054,A,,,,
24055,A,,,,
24056,A,,,,
24057,A,,,,
24058,A,,,,
24059,A,,,,
24360,A,,,,
24361,A,,,,
24362,A,,,,
24363,A,,,,
24364,A,,,,
24365,A,,,,
24366,A,,,,
24367,A,,,,
24368,A,,,,
24369,A,,,,
24370,A,,,,
24371,A,,,,
24372,A,,,,
24373,A,,,,
24374,A,,,,
24375,A,,,,
24376,A,,,,
24377,A,,,,
24378,A,,,,
24379,A,,,,
24380,A,,,,
24381,A,,,,
24382,A,,,,
24383,A,,,,
24384,A,,,,
24385,A,,,,
24386,A,,,,
24387,A,,,,
24388,A,,,,
24389,A,,,,
24690,A,,,,
24691,A,,,,
24692,A,,,,
24693,A,,,,
24694,A,,,,
24695,A,,,,
24696,A,,,,
24697,A,,,,
24698,A,,,,
24699,A,,,,
24700,A,,,,
24701,A,,,,
24702,A,,,,
24703,A,,,,
24704,A,,,,
24705,A,,,,
24706,A,,,,
24707,A,,,,
24708,A,,,,
24709,A,,,,
24710,A,,,,
24711,A,,,,
24712,A,,,,
24713,A,,,,
24714,A,,,,
24715,A,,,,
24716,A,,,,
24717,A,,,,
24718,A,,,,
24719,A,,,,
25020,A,,,,
25021,A,,,,
25022,A,,,,
25023,A,,,,
25024,A,,,,
25025,A,,,,
25026,A,,,,
25027,A,,,,
25028,A,,,,
25029,A,,,,
25030,A,,,,
25031,A,,,,
25032,A,,,,
25033,A,,,,
25034,A,,,,
25035,A,,,,
25036,A,,,,
25037,A,,,,
25038,A,,,,
25039,A,,,,
25040,A,,,,
25041,A,,,,
25042,A,,,,
25043,A,,,,
25044,A,,,,
25045,A,,,,
25046,A,,,,
25047,A,,,,
25048,A,,,,
25049,A,,,,
25350,A,,,,
25351,A,,,,
25352,A,,,,
25353,A,,,,
25354,A,,,,
25355,A,,,,
25356,A,,,,
25357,A,,,,
25358,A,,,,
25359,A,,,,
25360,A,,,,
25361,A,,,,
25362,A,,,,
25363,A,,,,
25364,A,,,,
25365,A,,,,
25366,A,,,,
25367,A,,,,
25368,A,,,,
25369,A,,,,
25370,A,,,,
25371,A,,,,
25372,A,,,,
25373,A,,,,
25374,A,,,,
25375,A,,,,
25376,A,,,,
25377,A,,,,
25378,A,,,,
25379,A,,,,
25680,A,,,,
25681,A,,,,
25682,A,,,,
25683,A,,,,
25684,A,,,,
25685,A,,,,
25686,A,,,,
25687,A,,,,
25688,A,,,,
25689,A,,,,
25690,A,,,,
25691,A,,,,
25692,A,,,,
25693,A,,,,
25694,A,,,,
25695,A,,,,
25696,A,,,,
25697,A,,,,
25698,A,,,,
25699,A,,,,
25700,A,,,,
25701,A,,,,
25702,A,,,,
25703,A,,,,
25704,A,,,,
25705,A,,,,
25706,A,,,,
25707,A,,,,
25708,A,,,,
25709,A,,,,
26010,A,,,,
26011,A,,,,
26012,A,,,,
26013,A,,,,
26014,A,,,,
26015,A,,,,
26016,A,,,,
26017,A,,,,
26018,A,,,,
26019,A,,,,
26020,A,,,,
26021,A,,,,
26022,A,,,,
26023,A,,,,
26024,A,,,,
26025,A,,,,
26026,A,,,,
26027,A,,,,
26028,A,,,,
26029,A,,,,
26030,A,,,,
26031,A,,,,
26032,A,,,,
26033,A,,,,
26034,A,,,,
26035,A,,,,
26036,A,,,,
26037,A,,,,
26038,A,,,,
26039,A,,,,
26340,A,,,,
26341,A,,,,
26342,A,,,,
26343,A,,,,
26344,A,,,,
26345,A,,,,
26346,A,,,,
26347,A,,,,
26348,A,,,,
26349,A,,,,
26350,A,,,,
26351,A,,,,
26352,A,,,,
26353,A,,,,
26354,A,,,,
26355,A,,,,
26356,A,,,,
26357,A,,,,
26358,A,,,,
26359,A,,,,
26360,A,,,,
26361,A,,,,
26362,A,,,,
26363,A,,,,
26364,A,,,,
26365,A,,,,
26366,A,,,,
26367,A,,,,
26368,A,,,,
26369,A,,,,
26670,A,,,,
26671,A,,,,
26672,A,,,,
26673,A,,,,
26674,A,,,,
26675,A,,,,
26676,A,,,,
26677,A,,,,
26678,A,,,,
26679,A,,,,
26680,A,,,,
26681,A,,,,
26682,A,,,,
26683,A,,,,
26684,A,,,,
26685,A,,,,
26686,A,,,,
26687,A,,,,
26688,A,,,,
26689,A,,,,
26690,A,,,,
26691,A,,,,
26692,A,,,,
26693,A,,,,
26694,A,,,,
26695,A,,,,
26696,A,,,,
26697,A,,,,
26698,A,,,,
26699,A,,,,
26700,A,,,,
26701,A,,,,
26702,A,,,,
26703,A,,,,
26704,A,,,,
26705,A,,,,
26706,A,,,,
26707,A,,,,
26708,A,,,,
26709,A,,,,
26710,A,,,,
26711,A,,,,
26712,A,,,,
26713,A,,,,
26714,A,,,,
26715,A,,,,
26716,A,,,,
26717,A,,,,
26718,A,,,,
26719,A,,,,
26720,A,,,,
26721,A,,,,
26722,A,,,,
26723,A,,,,
26724,A,,,,
26725,A,,,,
26726,A,,,,
26727,A,,,,
26728,A,,,,
26729,A,,,,
27030,A,,,,
27031,A,,,,
27032,A,,,,
27033,A,,,,
27034,A,,,,
27035,A,,,,
27036,A,,,,
27037,A,,,,
27038,A,,,,
27039,A,,,,
27040,A,,,,
27041,A,,,,
27042,A,,,,
27043,A,,,,
27044,A,,,,
27045,A,,,,
27046,A,,,,
27047,A,,,,
27048,A,,,,
27049,A,,,,
27050,A,,,,
27051,A,,,,
27052,A,,,,
27053,A,,,,
27054,A,,,,
27055,A,,,,
27056,A,,,,
27057,A,,,,
27058,A,,,,
27059,A,,,,
27360,A,,,,
27361,A,,,,
27362,A,,,,
27363,A,,,,
27364,A,,,,
27365,A,,,,
27366,A,,,,
27367,A,,,,
27368,A,,,,
27369,A,,,,
27370,A,,,,
27371,A,,,,
27372,A,,,,
27373,A,,,,
27374,A,,,,
27375,A,,,,
27376,A,,,,
27377,A,,,,
27378,A,,,,
27379,A,,,,
27380,A,,,,
27381,A,,,,
27382,A,,,,
27383,A,,,,
27384,A,,,,
27385,A,,,,
27386,A,,,,
27387,A,,,,
27388,A,,,,
27389,A,,,,
27690,A,,,,
27691,A,,,,
27692,A,,,,
27693,A,,,,
27694,A,,,,
27695,A,,,,
27696,A,,,,
27697,A,,,,
27698,A,,,,
27699,A,,,,
27700,A,,,,
27701,A,,,,
27702,A,,,,
27703,A,,,,
27704,A,,,,
27705,A,,,,
27706,A,,,,
27707,A,,,,
27708,A,,,,
27709,A,,,,
27710,A,,,,
27711,A,,,,
27712,A,,,,
27713,A,,,,
27714,A,,,,
27715,A,,,,
27716,A,,,,
27717,A,,,,
27718,A,,,,
27719,A,,,,
27750,A,,,,
27751,A,,,,
27752,A,,,,
27753,A,,,,
27754,A,,,,
27755,A,,,,
27756,A,,,,
27757,A,,,,
27758,A,,,,
27759,A,,,,
27760,A,,,,
27761,A,,,,
27762,A,,,,
27763,A,,,,
27764,A,,,,
27765,A,,,,
27766,A,,,,
27767,A,,,,
27768,A,,,,
27769,A,,,,
27770,A,,,,
27771,A,,,,
27772,A,,,,
27773,A,,,,
27774,A,,,,
27775,A,,,,
27776,A,,,,
27777,A,,,,
27778,A,,,,
27779,A,,,,
27780,A,,,,
27781,A,,,,
27782,A,,,,
27783,A,,,,
27784,A,,,,
27785,A,,,,
27786,A,,,,
27787,A,,,,
27788,A,,,,
27789,A,,,,
27790,A,,,,
27791,A,,,,
27792,A,,,,
27793,A,,,,
27794,A,,,,
27795,A,,,,
27796,A,,,,
27797,A,,,,
27798,A,,,,
27799,A,,,,
27800,A,,,,
27801,A,,,,
27802,A,,,,
27803,A,,,,
27804,A,,,,
27805,A,,,,
27806,A,,,,
27807,A,,,,
27808,A,,,,
27809,A,,,,
27810,A,,,,
27811,A,,,,
27812,A,,,,
27813,A,,,,
27814,A,,,,
27815,A,,,,
27816,A,,,,
27817,A,,,,
27818,A,,,,
27819,A,,,,
27820,A,,,,
27821,A,,,,
27822,A,,,,
27823,A,,,,
27824,A,,,,
27825,A,,,,
27826,A,,,,
27827,A,,,,
27828,A,,,,
27829,A,,,,
27830,A,,,,
27831,A,,,,
27832,A,,,,
27833,A,,,,
27834,A,,,,
27835,A,,,,
27836,A,,,,
27837,A,,,,
27838,A,,,,
27839,A,,,,
27840,A,,,,
27841,A,,,,
27842,A,,,,
27843,A,,,,
27844,A,,,,
27845,A,,,,
27846,A,,,,
27847,A,,,,
27848,A,,,,
27849,A,,,,
27850,A,,,,
27851,A,,,,
27852,A,,,,
27853,A,,,,
27854,A,,,,
27855,A,,,,
27856,A,,,,
27857,A,,,,
27858,A,,,,
27859,A,,,,
27860,A,,,,
27861,A,,,,
27862,A,,,,
27863,A,,,,
27864,A,,,,
27865,A,,,,
27866,A,,,,
27867,A,,,,
27868,A,,,,
27869,A,,,,
27870,A,,,,
27871,A,,,,
27872,A,,,,
27873,A,,,,
27874,A,,,,
27875,A,,,,
27876,A,,,,
27877,A,,,,
27878,A,,,,
27879,A,,,,
27880,A,,,,
27881,A,,,,
27882,A,,,,
27883,A,,,,
27884,A,,,,
27885,A,,,,
27886,A,,,,
27887,A,,,,
27888,A,,,,
27889,A,,,,
27890,A,,,,
27891,A,,,,
27892,A,,,,
27893,A,,,,
27894,A,,,,
27895,A,,,,
27896,A,,,,
27897,A,,,,
27898,A,,,,
27899,A,,,,
27900,A,,,,
27901,A,,,,
27902,A,,,,
27903,A,,,,
27904,A,,,,
27905,A,,,,
27906,A,,,,
27907,A,,,,
27908,A,,,,
27909,A,,,,
27910,A,,,,
27911,A,,,,
27912,A,,,,
27913,A,,,,
27914,A,,,,
27915,A,,,,
27916,A,,,,
27917,A,,,,
27918,A,,,,
27919,A,,,,
27920,A,,,,
27921,A,,,,
27922,A,,,,
27923,A,,,,
27924,A,,,,
27925,A,,,,
27926,A,,,,
27927,A,,,,
27928,A,,,,
27929,A,,,,
27930,A,,,,
27931,A,,,,
27932,A,,,,
27933,A,,,,
27934,A,,,,
27935,A,,,,
27936,A,,,,
27937,A,,,,
27938,A,,,,
27939,A,,,,
27940,A,,,,
27941,A,,,,
27942,A,,,,
27943,A,,,,
27944,A,,,,
27945,A,,,,
27946,A,,,,
27947,A,,,,
27948,A,,,,
27949,A,,,,
27950,A,,,,
27951,A,,,,
27952,A,,,,
27953,A,,,,
27954,A,,,,
27955,A,,,,
27956,A,,,,
27957,A,,,,
27958,A,,,,
27959,A,,,,
27960,A,,,,
27961,A,,,,
27962,A,,,,
27963,A,,,,
27964,A,,,,
27965,A,,,,
27966,A,,,,
27967,A,,,,
27968,A,,,,
27969,A,,,,
27970,A,,,,
27971,A,,,,
27972,A,,,,
27973,A,,,,
27974,A,,,,
27975,A,,,,
27976,A,,,,
27977,A,,,,
27978,A,,,,
27979,A,,,,
27980,A,,,,
27981,A,,,,
27982,A,,,,
27983,A,,,,
27984,A,,,,
27985,A,,,,
27986,A,,,,
27987,A,,,,
27988,A,,,,
27989,A,,,,
27990,A,,,,
27991,A,,,,
27992,A,,,,
27993,A,,,,
27994,A,,,,
27995,A,,,,
27996,A,,,,
27997,A,,,,
27998,A,,,,
27999,A,,,,
28000,A,,,,
28001,A,,,,
28002,A,,,,
28003,A,,,,
28004,A,,,,
28005,A,,,,
28006,A,,,,
28007,A,,,,
28008,A,,,,
28009,A,,,,
28010,A,,,,
28011,A,,,,
28012,A,,,,
28013,A,,,,
28014,A,,,,
28015,A,,,,
28016,A,,,,
